date,campaign,impressions,adClicks,adCost,CPC,CTR,costPerConversion,newVisits,visits,bounces,organicSearches
20130115,GSN-Product-Tablet,102,3,38.31,12.77,2.941176471,0,0,0,0,0
20130115,JARUNEE-Interests,317125,648,2575.04,3.97382716,0.20433583,0,0,0,0,0
20130115,JARUNEE-Placements,101402,129,516.14,4.001085271,0.127216426,0,0,0,0,0
20130115,JARUNEE-Topic,132191,135,519.32,3.846814815,0.102124956,0,0,0,0,0
20130115,Remarketing,78576,114,889.26,7.800526316,0.145082468,0,6,91,79,0
20130116,(not set),0,0,0,0,0,0,2039,6420,2081,1028
20130116,4JRNE-1510-1910-Keywords,246091,283,1010.03,3.569010601,0.11499811,0,0,0,0,0
20130116,GSN-Brand,1390,260,1405.93,5.407423077,18.70503597,0,128,268,164,0
20130116,GSN-Brand-Mob,199,26,40.77,1.568076923,13.06532663,0,12,37,12,0
20130116,GSN-Brand-Tablet,132,14,80.68,5.762857143,10.60606061,0,6,12,6,0
20130116,GSN-Competitor,289,18,275.37,15.29833333,6.228373702,0,12,12,12,0
20130116,GSN-Competitor-Mob,116,5,45.42,9.084,4.310344828,0,0,6,6,0
20130116,GSN-Competitor-Tablet,56,3,52.99,17.66333333,5.357142857,0,6,6,6,0
20130116,GSN-Generic,4828,170,3637.55,21.39735294,3.521126761,0,91,140,128,0
20130116,GSN-Generic-Mob,3437,63,1001.72,15.90031746,1.83299389,0,61,67,67,0
20130116,GSN-Generic-Tablet,506,10,171.84,17.184,1.976284585,0,6,6,6,0
20130116,GSN-Insurance KW,4826,43,905.67,21.06209302,0.891007045,0,30,30,30,0
20130116,GSN-Insurance KW -Tablet,418,5,100.68,20.136,1.196172249,0,0,6,6,0
20130116,GSN-Insurance KW-Mobile,221,7,90.85,12.97857143,3.167420814,0,6,12,12,0
20130116,GSN-Product,1168,23,347.13,15.0926087,1.969178082,0,12,30,24,0
20130116,GSN-Product-Mob,422,6,94.26,15.71,1.421800948,0,0,0,0,0
20130116,GSN-Product-Tablet,83,0,0,0,0,0,0,0,0,0
20130116,JARUNEE-Interests,312141,666,2535.71,3.807372372,0.213365114,0,0,0,0,0
20130116,JARUNEE-Placements,112184,133,507.7,3.817293233,0.118555231,0,0,0,0,0
20130116,JARUNEE-Topic,107392,143,506.63,3.542867133,0.133157032,0,0,0,0,0
20130116,Remarketing,92130,152,966.64,6.359473684,0.164984261,0,24,152,140,0
20130117,(not set),0,0,0,0,0,0,2264,6335,2069,1095
20130117,4JRNE-1510-1910-Keywords,164359,283,997.98,3.526431095,0.172184061,0,0,0,0,0
20130117,GSN-Brand,1296,231,1365.63,5.911818182,17.82407407,0,116,280,152,0
20130117,GSN-Brand-Mob,180,30,33.73,1.124333333,16.66666667,0,12,30,24,0
20130117,GSN-Brand-Tablet,132,19,132.83,6.991052632,14.39393939,0,12,49,30,0
20130117,GSN-Competitor,355,23,246.12,10.70086957,6.478873239,0,18,18,12,0
20130117,GSN-Competitor-Mob,91,8,59.34,7.4175,8.791208791,0,6,12,12,0
20130117,GSN-Competitor-Tablet,58,2,42.24,21.12,3.448275862,0,0,0,0,0
20130117,GSN-Generic,6176,192,4116.73,21.44130208,3.10880829,0,116,201,170,0
20130117,GSN-Generic-Mob,3763,75,1076.48,14.35306667,1.993090619,0,61,85,61,0
20130117,GSN-Generic-Tablet,665,16,304.66,19.04125,2.406015038,0,6,6,6,0
20130117,GSN-Insurance KW,1257,12,279.97,23.33083333,0.954653938,0,6,6,6,0
20130117,GSN-Insurance KW -Tablet,60,1,22.27,22.27,1.666666667,0,0,6,0,0
20130117,GSN-Insurance KW-Mobile,30,1,14.6,14.6,3.333333333,0,0,0,0,0
20130117,GSN-Product,936,33,445.05,13.48636364,3.525641026,0,12,30,30,0
20130117,GSN-Product-Mob,332,8,120.74,15.0925,2.409638554,0,0,0,0,0
20130117,GSN-Product-Tablet,66,2,6.76,3.38,3.03030303,0,0,0,0,0
20130117,JARUNEE-Interests,302555,648,2504.38,3.864783951,0.214175935,0,0,0,0,0
20130117,JARUNEE-Placements,98467,130,501.98,3.861384615,0.132023927,0,0,0,0,0
20130117,JARUNEE-Topic,100079,153,505.03,3.300849673,0.152879225,0,0,0,0,0
20130117,Remarketing,32626,72,303.08,4.209444444,0.220682891,0,12,67,49,0
20130118,(not set),0,0,0,0,0,0,2130,5946,2093,1010
20130118,4JRNE-1510-1910-Keywords,138034,273,979.71,3.588681319,0.197777359,0,0,0,0,0
20130118,GSN-Brand,1205,178,956.3,5.37247191,14.77178423,0,61,225,128,0
20130118,GSN-Brand-Mob,140,9,7.46,0.828888889,6.428571429,0,6,18,6,0
20130118,GSN-Brand-Tablet,131,11,67.65,6.15,8.396946565,0,12,24,6,0
20130118,GSN-Competitor,261,20,268.69,13.4345,7.662835249,0,6,12,6,0
20130118,GSN-Competitor-Mob,97,3,25.09,8.363333333,3.092783505,0,0,0,0,0
20130118,GSN-Competitor-Tablet,57,4,64.67,16.1675,7.01754386,0,6,6,6,0
20130118,GSN-Generic,5269,182,3746.05,20.58269231,3.454165876,0,122,189,170,0
20130118,GSN-Generic-Mob,2992,74,1240.44,16.7627027,2.473262032,0,79,116,110,0
20130118,GSN-Generic-Tablet,553,16,339.61,21.225625,2.893309222,0,12,24,24,0
20130118,GSN-Insurance KW,1195,8,159.83,19.97875,0.669456067,0,0,6,6,0
20130118,GSN-Insurance KW -Tablet,49,0,0,0,0,0,0,6,6,0
20130118,GSN-Insurance KW-Mobile,26,0,0,0,0,0,0,0,0,0
20130118,GSN-Product,804,24,357.73,14.90541667,2.985074627,0,18,24,24,0
20130118,GSN-Product-Mob,285,4,68.91,17.2275,1.403508772,0,0,0,0,0
20130118,GSN-Product-Tablet,48,1,12.59,12.59,2.083333333,0,0,0,0,0
20130118,JARUNEE-Interests,281490,633,2461.06,3.88793049,0.224874774,0,0,0,0,0
20130118,JARUNEE-Placements,107179,126,490.36,3.891746032,0.117560343,0,0,0,0,0
20130118,JARUNEE-Topic,115648,175,489.05,2.794571429,0.151321251,0,0,0,0,0
20130118,Remarketing,23384,53,202.88,3.827924528,0.226650701,0,6,18,18,0
20130119,(not set),0,0,0,0,0,0,779,2629,742,609
20130119,GSN-Brand,703,120,570.51,4.75425,17.06970128,0,55,134,67,0
20130119,GSN-Brand-Mob,176,24,26.56,1.106666667,13.63636364,0,37,49,24,0
20130119,GSN-Brand-Tablet,87,9,79.77,8.863333333,10.34482759,0,6,12,6,0
20130119,GSN-Competitor,174,14,192.06,13.71857143,8.045977011,0,24,24,24,0
20130119,GSN-Competitor-Mob,121,7,49.85,7.121428571,5.785123967,0,6,12,6,0
20130119,GSN-Competitor-Tablet,41,5,87.58,17.516,12.19512195,0,6,6,6,0
20130119,GSN-Generic,4122,136,2907.3,21.37720588,3.299369238,0,85,97,97,0
20130119,GSN-Generic-Mob,2662,65,905.16,13.92553846,2.441773103,0,55,97,85,0
20130119,GSN-Generic-Tablet,649,29,521.37,17.97827586,4.468412943,0,24,37,24,0
20130119,GSN-Insurance KW,483,1,25.72,25.72,0.207039337,0,0,0,0,0
20130119,GSN-Insurance KW -Tablet,31,0,0,0,0,0,0,0,0,0
20130119,GSN-Insurance KW-Mobile,88,1,12.15,12.15,1.136363636,0,0,6,6,0
20130119,GSN-Product,875,55,569.94,10.36254545,6.285714286,0,43,61,61,0
20130119,GSN-Product-Mob,441,17,128.99,7.587647059,3.854875283,0,12,12,6,0
20130119,GSN-Product-Tablet,182,9,79.38,8.82,4.945054945,0,12,18,18,0
20130119,JARUNEE-Interests,6,0,0,0,0,0,0,0,0,0
20130119,Remarketing,18838,58,219.54,3.785172414,0.307888311,0,0,61,55,0
20130120,(not set),0,0,0,0,0,0,700,1996,572,505
20130120,GSN-Brand,595,87,538.15,6.185632184,14.62184874,0,43,85,61,0
20130120,GSN-Brand-Mob,190,29,95.38,3.288965517,15.26315789,0,6,37,30,0
20130120,GSN-Brand-Tablet,111,10,52.22,5.222,9.009009009,0,0,12,12,0
20130120,GSN-Competitor,177,14,199.91,14.27928571,7.90960452,0,6,12,12,0
20130120,GSN-Competitor-Mob,99,8,72.6,9.075,8.080808081,0,6,6,6,0
20130120,GSN-Competitor-Tablet,51,0,0,0,0,0,0,0,0,0
20130120,GSN-Generic,4071,139,2959.53,21.29158273,3.414394498,0,103,128,116,0
20130120,GSN-Generic-Mob,2472,60,742.67,12.37783333,2.427184466,0,49,67,61,0
20130120,GSN-Generic-Tablet,688,18,322.94,17.94111111,2.61627907,0,0,0,0,0
20130120,GSN-Insurance KW,362,4,86.39,21.5975,1.104972376,0,0,0,0,0
20130120,GSN-Insurance KW -Tablet,24,1,23.52,23.52,4.166666667,0,0,0,0,0
20130120,GSN-Insurance KW-Mobile,123,1,20.76,20.76,0.81300813,0,0,0,0,0
20130120,GSN-Product,1153,96,1149.44,11.97333333,8.326105811,0,91,128,122,0
20130120,GSN-Product-Mob,632,12,97.04,8.086666667,1.898734177,0,6,6,6,0
20130120,GSN-Product-Tablet,155,4,34.26,8.565,2.580645161,0,0,0,0,0
20130120,Remarketing,20873,50,145.49,2.9098,0.239543908,0,0,61,55,0
20130121,(not set),0,0,0,0,0,0,2599,7011,2465,1345
20130121,4JRNE-1510-1910-Keywords,167438,270,999.84,3.703111111,0.161253718,0,0,0,0,0
20130121,GSN-Brand,1471,263,1284.14,4.882661597,17.87899388,0,128,329,219,0
20130121,GSN-Brand-Mob,234,38,64.14,1.687894737,16.23931624,0,6,30,12,0
20130121,GSN-Brand-Tablet,165,18,173.47,9.637222222,10.90909091,0,6,43,30,0
20130121,GSN-Competitor,345,14,99.19,7.085,4.057971014,0,0,0,0,0
20130121,GSN-Competitor-Mob,129,12,105.15,8.7625,9.302325581,0,0,0,0,0
20130121,GSN-Competitor-Tablet,50,1,20.59,20.59,2,0,0,0,0,0
20130121,GSN-Generic,7778,240,4866.52,20.27716667,3.085626125,0,134,170,164,0
20130121,GSN-Generic-Mob,2452,71,735.16,10.3543662,2.895595432,0,49,79,61,0
20130121,GSN-Generic-Tablet,828,26,539.57,20.75269231,3.140096618,0,24,37,37,0
20130121,GSN-Insurance KW,885,11,198.43,18.03909091,1.242937853,0,6,6,6,0
20130121,GSN-Insurance KW -Tablet,48,1,21.95,21.95,2.083333333,0,0,12,6,0
20130121,GSN-Insurance KW-Mobile,205,7,120.68,17.24,3.414634146,0,0,0,0,0
20130121,GSN-Product,1595,95,920.2,9.686315789,5.956112853,0,67,116,110,0
20130121,GSN-Product-Mob,539,12,110.82,9.235,2.226345083,0,6,6,6,0
20130121,GSN-Product-Tablet,103,12,121.23,10.1025,11.65048544,0,18,18,18,0
20130121,JARUNEE-Interests,336639,648,2510.48,3.874197531,0.192491066,0,0,0,0,0
20130121,JARUNEE-Placements,131572,138,498,3.608695652,0.104885538,0,0,0,0,0
20130121,JARUNEE-Topic,144629,149,496.26,3.330604027,0.103022215,0,0,0,0,0
20130121,Remarketing,40901,87,372.82,4.285287356,0.212708736,0,12,61,61,0
20130122,(not set),0,0,0,0,0,0,2136,6773,2233,1369
20130122,4JRNE-1510-1910-Keywords,165604,274,990.69,3.615656934,0.165454941,0,0,0,0,0
20130122,GSN-Brand,1550,279,1305.04,4.677562724,18,0,158,371,268,0
20130122,GSN-Brand-Mob,276,39,40.48,1.037948718,14.13043478,0,30,67,30,0
20130122,GSN-Brand-Tablet,162,9,29.53,3.281111111,5.555555556,0,0,12,12,0
20130122,GSN-Competitor,365,25,281.48,11.2592,6.849315068,0,12,12,12,0
20130122,GSN-Competitor-Mob,123,9,76.15,8.461111111,7.317073171,0,12,12,12,0
20130122,GSN-Competitor-Tablet,35,3,51.88,17.29333333,8.571428571,0,6,12,12,0
20130122,GSN-Generic,8171,299,6125.67,20.48719064,3.65928283,0,225,347,335,0
20130122,GSN-Generic-Mob,2313,83,765.5,9.222891566,3.588413316,0,30,55,55,0
20130122,GSN-Generic-Tablet,842,31,498.69,16.08677419,3.681710214,0,12,12,6,0
20130122,GSN-Insurance KW,934,9,179.2,19.91111111,0.96359743,0,6,6,6,0
20130122,GSN-Insurance KW -Tablet,41,0,0,0,0,0,0,0,0,0
20130122,GSN-Insurance KW-Mobile,248,6,77.5,12.91666667,2.419354839,0,0,0,0,0
20130122,GSN-Product,1797,112,1065.75,9.515625,6.232609905,0,97,122,116,0
20130122,GSN-Product-Mob,702,30,182.97,6.099,4.273504274,0,30,37,30,0
20130122,GSN-Product-Tablet,155,9,38.52,4.28,5.806451613,0,12,18,18,0
20130122,JARUNEE-Interests,302326,671,2509.5,3.739940387,0.221945847,0,0,0,0,0
20130122,JARUNEE-Placements,109431,132,495.28,3.752121212,0.120623955,0,0,0,0,0
20130122,JARUNEE-Topic,105518,141,497.31,3.527021277,0.13362649,0,0,0,0,0
20130122,Remarketing,64846,141,831.37,5.896241135,0.217438238,0,0,116,110,0
20130123,(not set),0,0,0,0,0,0,2300,6901,2392,1448
20130123,4JRNE-1510-1910-Keywords,123912,294,991.34,3.371904762,0.237265156,0,0,0,0,0
20130123,GDN-Desktop,193220,86,853.89,9.928953488,0.04450885,0,79,91,85,0
20130123,GSN-Brand,1528,244,1046.07,4.287172131,15.96858639,0,110,280,164,0
20130123,GSN-Brand-Mob,274,47,67.33,1.432553191,17.15328467,0,24,73,55,0
20130123,GSN-Brand-Tablet,144,11,71,6.454545455,7.638888889,0,0,6,6,0
20130123,GSN-Competitor,333,24,185.45,7.727083333,7.207207207,0,12,18,12,0
20130123,GSN-Competitor-Mob,113,14,61.4,4.385714286,12.38938053,0,12,18,18,0
20130123,GSN-Competitor-Tablet,67,4,51.75,12.9375,5.970149254,0,6,12,6,0
20130123,GSN-Generic,8634,277,4556.46,16.44931408,3.208246467,0,176,231,213,0
20130123,GSN-Generic-Mob,2293,62,575.71,9.285645161,2.703881378,0,43,73,55,0
20130123,GSN-Generic-Tablet,945,35,599.93,17.14085714,3.703703704,0,24,49,49,0
20130123,GSN-Insurance KW,1136,8,178.8,22.35,0.704225352,0,0,0,0,0
20130123,GSN-Insurance KW -Tablet,51,0,0,0,0,0,0,6,0,0
20130123,GSN-Insurance KW-Mobile,466,23,231.26,10.05478261,4.935622318,0,37,43,43,0
20130123,GSN-Product,1892,91,632.55,6.951098901,4.809725159,0,18,43,30,0
20130123,GSN-Product-Mob,510,14,82.11,5.865,2.745098039,0,6,12,12,0
20130123,GSN-Product-Tablet,135,10,69.28,6.928,7.407407407,0,6,18,18,0
20130123,JARUNEE-Interests,316010,659,2496.74,3.788679818,0.208537705,0,0,0,0,0
20130123,JARUNEE-Placements,98513,130,501.18,3.855230769,0.131962279,0,0,0,0,0
20130123,JARUNEE-Topic,114233,153,496.69,3.246339869,0.133936778,0,0,0,0,0
20130123,Remarketing,96835,158,1035.68,6.554936709,0.163164145,0,12,158,134,0
20130124,(not set),0,0,0,0,0,0,2367,6390,2179,1296
20130124,4JRNE-1510-1910-Keywords,149747,293,981.44,3.349624573,0.195663352,0,0,0,0,0
20130124,GDN-Desktop,726637,384,4614.49,12.01690104,0.052846194,0,329,359,347,0
20130124,GSN-Brand,1378,242,1179.36,4.87338843,17.5616836,0,116,347,207,0
20130124,GSN-Brand-Mob,243,19,23.57,1.240526316,7.818930041,0,18,73,24,0
20130124,GSN-Brand-Tablet,107,12,71.07,5.9225,11.21495327,0,0,6,0,0
20130124,GSN-Competitor,252,13,129.09,9.93,5.158730159,0,0,0,0,0
20130124,GSN-Competitor-Mob,111,7,42.95,6.135714286,6.306306306,0,0,0,0,0
20130124,GSN-Competitor-Tablet,55,4,62.63,15.6575,7.272727273,0,0,0,0,0
20130124,GSN-Generic,8010,240,4133.62,17.22341667,2.996254682,0,110,201,201,0
20130124,GSN-Generic-Mob,2107,66,500.67,7.585909091,3.132415757,0,55,73,73,0
20130124,GSN-Generic-Tablet,971,29,546.05,18.82931034,2.98661174,0,18,18,6,0
20130124,GSN-Insurance KW,2102,8,140.96,17.62,0.380589914,0,6,6,6,0
20130124,GSN-Insurance KW -Tablet,68,1,17.24,17.24,1.470588235,0,0,6,0,0
20130124,GSN-Insurance KW-Mobile,780,9,115.93,12.88111111,1.153846154,0,6,6,6,0
20130124,GSN-Product,1530,64,504.12,7.876875,4.183006536,0,43,49,49,0
20130124,GSN-Product-Mob,361,7,68.91,9.844285714,1.939058172,0,0,12,12,0
20130124,GSN-Product-Tablet,68,1,4.65,4.65,1.470588235,0,6,6,6,0
20130124,JARUNEE-Interests,277641,626,2444.33,3.904680511,0.225471022,0,0,0,0,0
20130124,JARUNEE-Placements,106339,127,489.92,3.857637795,0.119429372,0,0,0,0,0
20130124,JARUNEE-Topic,118878,153,487.25,3.184640523,0.128703377,0,0,0,0,0
20130124,Remarketing,107781,165,1140.45,6.911818182,0.153088207,0,6,176,176,0
20130125,(not set),0,0,0,0,0,0,1899,6353,2240,1077
20130125,4JRNE-1510-1910-Keywords,118492,277,971.22,3.506209386,0.233771056,0,0,0,0,0
20130125,GDN-Desktop,693821,321,4508.63,14.04557632,0.046265535,0,231,250,243,0
20130125,GSN-Brand,1283,238,1033.44,4.342184874,18.5502728,0,97,377,170,0
20130125,GSN-Brand-Mob,240,24,31.68,1.32,10,0,0,6,0,0
20130125,GSN-Brand-Tablet,157,10,40.19,4.019,6.369426752,0,0,0,0,0
20130125,GSN-Competitor,274,16,190.98,11.93625,5.839416058,0,12,12,12,0
20130125,GSN-Competitor-Mob,105,7,68,9.714285714,6.666666667,0,12,18,18,0
20130125,GSN-Competitor-Tablet,49,0,0,0,0,0,0,0,0,0
20130125,GSN-Generic,6935,198,3650.19,18.43530303,2.855082913,0,134,176,164,0
20130125,GSN-Generic-Mob,2824,65,889.42,13.68338462,2.301699717,0,43,43,37,0
20130125,GSN-Generic-Tablet,836,28,583.55,20.84107143,3.349282297,0,12,24,18,0
20130125,GSN-Insurance KW,1116,6,96.73,16.12166667,0.537634409,0,6,12,12,0
20130125,GSN-Insurance KW -Tablet,41,0,0,0,0,0,0,0,0,0
20130125,GSN-Insurance KW-Mobile,173,1,26.92,26.92,0.578034682,0,0,0,0,0
20130125,GSN-Product,1446,85,978.19,11.50811765,5.878284924,0,55,79,73,0
20130125,GSN-Product-Mob,665,20,157.38,7.869,3.007518797,0,6,6,6,0
20130125,GSN-Product-Tablet,48,6,31.45,5.241666667,12.5,0,0,6,6,0
20130125,JARUNEE-Interests,296986,628,2415.48,3.846305732,0.211457779,0,0,0,0,0
20130125,JARUNEE-Placements,109679,129,480.96,3.728372093,0.117615952,0,0,0,0,0
20130125,JARUNEE-Topic,120970,132,479.85,3.635227273,0.109117963,0,0,0,0,0
20130125,Remarketing,93175,157,928.62,5.91477707,0.168500134,0,12,183,176,0
20130126,(not set),0,0,0,0,0,0,785,2635,700,615
20130126,GDN-Desktop,611088,308,3003.61,9.751980519,0.050401906,0,280,286,286,0
20130126,GSN-Brand,679,116,510.56,4.40137931,17.08394698,0,49,152,103,0
20130126,GSN-Brand-Mob,195,19,35.28,1.856842105,9.743589744,0,12,37,12,0
20130126,GSN-Brand-Tablet,101,11,98.68,8.970909091,10.89108911,0,6,12,6,0
20130126,GSN-Competitor,152,12,150.28,12.52333333,7.894736842,0,12,24,24,0
20130126,GSN-Competitor-Mob,87,3,19.65,6.55,3.448275862,0,0,0,0,0
20130126,GSN-Competitor-Tablet,42,2,20.69,10.345,4.761904762,0,12,12,12,0
20130126,GSN-Generic,4627,156,2926.15,18.75737179,3.371515021,0,122,164,152,0
20130126,GSN-Generic-Mob,2690,85,1147.51,13.50011765,3.159851301,0,85,103,103,0
20130126,GSN-Generic-Tablet,744,18,297.81,16.545,2.419354839,0,12,18,18,0
20130126,GSN-Product,1263,57,568.48,9.973333333,4.513064133,0,61,73,73,0
20130126,GSN-Product-Mob,738,21,228.53,10.88238095,2.845528455,0,12,30,24,0
20130126,GSN-Product-Tablet,75,7,63.83,9.118571429,9.333333333,0,0,6,6,0
20130126,Remarketing,58538,123,541.66,4.403739837,0.210119922,0,6,91,91,0
20130127,(not set),0,0,0,0,0,0,749,1838,517,517
20130127,GDN-Desktop,566814,350,3000.42,8.572628571,0.061748651,0,389,408,389,0
20130127,GSN-Brand,527,81,470.51,5.808765432,15.37001898,0,37,97,37,0
20130127,GSN-Brand-Mob,148,11,18.95,1.722727273,7.432432432,0,0,18,6,0
20130127,GSN-Brand-Tablet,113,14,102.88,7.348571429,12.38938053,0,12,30,12,0
20130127,GSN-Competitor,142,11,226.32,20.57454545,7.746478873,0,0,6,6,0
20130127,GSN-Competitor-Mob,91,2,17.82,8.91,2.197802198,0,0,0,0,0
20130127,GSN-Competitor-Tablet,45,2,43.12,21.56,4.444444444,0,0,0,0,0
20130127,GSN-Generic,4443,149,2730.14,18.32308725,3.353589917,0,122,164,164,0
20130127,GSN-Generic-Mob,2435,67,715.71,10.68223881,2.751540041,0,24,43,43,0
20130127,GSN-Generic-Tablet,720,15,341.13,22.742,2.083333333,0,18,30,30,0
20130127,GSN-Product,1311,66,765,11.59090909,5.034324943,0,37,43,43,0
20130127,GSN-Product-Mob,621,14,103.9,7.421428571,2.254428341,0,12,18,18,0
20130127,GSN-Product-Tablet,99,6,84.41,14.06833333,6.060606061,0,6,6,0,0
20130127,Remarketing,40445,109,393.78,3.61266055,0.269501793,0,24,122,97,0
20130128,(not set),0,0,0,0,0,0,2258,7041,2221,1187
20130128,4JRNE-1510-1910-Keywords,162808,260,972.84,3.741692308,0.159697312,0,0,0,0,0
20130128,GDN-Desktop,549190,308,3040.7,9.872402597,0.056082594,0,207,231,225,0
20130128,GSN-Brand,1497,271,1338.6,4.939483395,18.10287241,0,170,432,274,0
20130128,GSN-Brand-Mob,307,31,52.16,1.682580645,10.09771987,0,6,12,0,0
20130128,GSN-Brand-Tablet,141,18,173.15,9.619444444,12.76595745,0,12,37,24,0
20130128,GSN-Competitor,363,15,106.34,7.089333333,4.132231405,0,12,18,18,0
20130128,GSN-Competitor-Mob,104,11,150.23,13.65727273,10.57692308,0,0,0,0,0
20130128,GSN-Competitor-Tablet,59,4,35.88,8.97,6.779661017,0,6,6,6,0
20130128,GSN-Generic,9354,290,5006.94,17.26531034,3.100277956,0,164,225,195,0
20130128,GSN-Generic-Mob,2833,70,816.28,11.66114286,2.470878927,0,30,67,67,0
20130128,GSN-Generic-Tablet,740,40,860.11,21.50275,5.405405405,0,12,18,12,0
20130128,GSN-Product,2402,93,900.49,9.682688172,3.871773522,0,43,43,43,0
20130128,GSN-Product-Mob,585,12,113.41,9.450833333,2.051282051,0,18,24,24,0
20130128,GSN-Product-Tablet,96,10,72.83,7.283,10.41666667,0,6,18,18,0
20130128,JARUNEE-Interests,304344,629,2436.98,3.874372019,0.206674027,0,0,0,0,0
20130128,JARUNEE-Placements,135654,142,489.8,3.449295775,0.104678078,0,0,0,0,0
20130128,JARUNEE-Topic,127835,127,488.05,3.842913386,0.099346814,0,0,0,0,0
20130128,Remarketing,41126,111,461.08,4.153873874,0.269902252,0,12,140,110,0
20130129,(not set),0,0,0,0,0,0,2313,6950,2136,1509
20130129,4JRNE-1510-1910-Keywords,146062,269,968.07,3.598773234,0.184168367,0,0,0,0,0
20130129,GDN-Desktop,1017883,688,6215.92,9.034767442,0.067591265,0,609,663,602,0
20130129,GSN-Brand,1544,276,1076.45,3.900181159,17.87564767,0,146,371,207,0
20130129,GSN-Brand-Mob,285,22,24.85,1.129545455,7.719298246,0,0,24,6,0
20130129,GSN-Brand-Tablet,162,17,100.41,5.906470588,10.49382716,0,0,43,18,0
20130129,GSN-Competitor,196,12,151.56,12.63,6.12244898,0,0,0,0,0
20130129,GSN-Competitor-Mob,51,3,38.06,12.68666667,5.882352941,0,6,12,6,0
20130129,GSN-Competitor-Tablet,27,1,28.42,28.42,3.703703704,0,0,0,0,0
20130129,GSN-Generic,5307,129,2529.26,19.60666667,2.430751837,0,61,97,79,0
20130129,GSN-Generic-Mob,1369,38,551.7,14.51842105,2.775748722,0,18,18,18,0
20130129,GSN-Generic-Tablet,770,21,437.74,20.8447619,2.727272727,0,0,12,12,0
20130129,GSN-Product,2274,88,905.92,10.29454545,3.869832894,0,55,73,67,0
20130129,GSN-Product-Mob,637,12,139.13,11.59416667,1.883830455,0,0,0,0,0
20130129,GSN-Product-Tablet,97,5,31.09,6.218,5.154639175,0,0,6,6,0
20130129,JARUNEE-Interests,272964,599,2437.09,4.068597663,0.219442857,0,0,0,0,0
20130129,JARUNEE-Placements,98340,128,484,3.78125,0.130160667,0,0,0,0,0
20130129,JARUNEE-Topic,113095,131,487.02,3.717709924,0.115831823,0,0,0,0,0
20130129,Remarketing,1033,3,5.55,1.85,0.290416263,0,0,18,0,0
20130130,(not set),0,0,0,0,0,0,2483,7072,2148,1321
20130130,4JRNE-1510-1910-Keywords,172565,261,967.51,3.706934866,0.151247356,0,0,0,0,0
20130130,GSN-Brand,1462,277,1369.06,4.942454874,18.94664843,0,183,323,195,0
20130130,GSN-Brand-Mob,54,6,8.17,1.361666667,11.11111111,0,0,43,0,0
20130130,GSN-Brand-Tablet,26,4,35.92,8.98,15.38461538,0,0,0,0,0
20130130,GSN-Generic,3606,99,2069.27,20.90171717,2.745424293,0,49,79,79,0
20130130,GSN-Generic-Tablet,122,3,83.54,27.84666667,2.459016393,0,6,6,6,0
20130130,GSN-Product,2370,101,1064.56,10.54019802,4.261603376,0,67,97,85,0
20130130,GSN-Product-Mob,100,6,34.44,5.74,6,0,0,0,0,0
20130130,GSN-Product-Tablet,11,2,21,10.5,18.18181818,0,6,6,6,0
20130130,JARUNEE-Interests,255398,641,2407.25,3.755460218,0.250980822,0,0,0,0,0
20130130,JARUNEE-Placements,125862,130,480.32,3.694769231,0.103287728,0,0,0,0,0
20130130,JARUNEE-Topic,90690,128,477.36,3.729375,0.141140148,0,0,0,0,0
20130130,Remarketing,0,0,0,0,0,0,0,37,6,0
20130131,(not set),0,0,0,0,0,0,2227,6737,2130,1187
20130131,4JRNE-1510-1910-Keywords,118874,227,856.4,3.772687225,0.190958494,0,0,0,0,0
20130131,GSN-Brand,1443,267,1106.06,4.142546816,18.5031185,0,128,396,201,0
20130131,GSN-Brand-Mob,0,0,0,0,0,0,0,61,0,0
20130131,GSN-Generic,4073,106,1959.85,18.48915094,2.602504297,0,97,146,134,0
20130131,GSN-Insurance KW -Tablet,0,0,0,0,0,0,0,6,0,0
20130131,GSN-Product,2687,73,934.71,12.80424658,2.716784518,0,91,122,116,0
20130131,JARUNEE-Interests,230782,547,2164.04,3.956197441,0.237020218,0,0,0,0,0
20130131,JARUNEE-Placements,107136,114,423.37,3.71377193,0.10640681,0,0,0,0,0
20130131,JARUNEE-Topic,109229,124,422.5,3.407258065,0.113522966,0,0,0,0,0
20130131,Remarketing,0,0,0,0,0,0,0,24,6,0
20130201,(not set),0,0,0,0,0,0,2434,6913,1546,1187
20130201,GSN-Brand,1323,250,1207.63,4.83052,18.89644747,0,116,329,152,0
20130201,GSN-Brand-Mob,0,0,0,0,0,0,0,6,0,0
20130201,GSN-Brand-Tablet,0,0,0,0,0,0,0,6,0,0
20130201,GSN-Generic,4656,123,2537.23,20.62788618,2.641752577,0,91,140,110,0
20130201,GSN-Product,2400,88,1015.94,11.54477273,3.666666667,0,79,91,91,0
20130201,Remarketing,0,0,0,0,0,0,0,24,12,0
20130202,(not set),0,0,0,0,0,0,1138,3043,815,736
20130202,GDN-Mo,0,0,0,0,0,0,0,6,6,0
20130202,GSN-Brand,750,133,521.73,3.922781955,17.73333333,0,85,158,91,0
20130202,GSN-Brand-Mob,0,0,0,0,0,0,0,6,0,0
20130202,GSN-Generic,3184,104,2063.95,19.84567308,3.266331658,0,85,116,103,0
20130202,GSN-Product,1344,53,750.56,14.16150943,3.943452381,0,55,73,73,0
20130202,GSN-Product-Mob,0,0,0,0,0,0,0,6,6,0
